Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin IVA
P25COR001237391,ACTIVA,COMPLEMENTARIA,ES0021000004982444SC,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Francisco Silvela, 79-81",Madrid,Madrid,MADRID - FRANCISCO SILVELA,2801 - Madrid - Francisco Silvela,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,49517583,247570,247570,0.00,407575,407575,0.00,248789,248875,0.00,192024,192082,0.00,98977,98977,0.00,335709,335741,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,124.00,191.00,191.00,191.00,191.00,248.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232561,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON041511431,ACTIVA,NORMAL,ES0031500553476002RF,31/07/2025,31/08/2025,05/09/2025,,,,,809.25,"Vía Portugal, 6",Manacor,"Balears, Illes",MANACOR,0702 - Manacor,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,29501661,2700,3965,"1,265.00",2378,3154,776.00,1772,1772,0.00,3175,3175,0.00,1397,1397,0.00,3968,4645,677.00,"2,718.00",146,208,6.00,188,246,7.00,81,81,0.00,103,103,0.00,41,41,0.00,170,192,0.00,13.00,20,20.00,20,20.00,0,0.00,0,0.00,0,0.00,8,8.00,20.00,16.00,19.00,19.00,19.00,19.00,55.00,670.35,66.17,0.00,37.68,34.65,169.94,0.00,0.40,,,979.19,,,,,,,0.00,19229079,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041807864,ACTIVA,NORMAL,ES0021000000643347MB,31/07/2025,31/08/2025,08/09/2025,,,,,262.45,"Avenida Jaime I, 2",Alicante/Alacant,Alicante/Alacant,ALICANTE,0301 - Alicante,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,49511389,109066,109066,0.00,151627,151627,0.00,115946,115946,0.00,105013,105013,0.00,42275,42275,0.00,139519,139519,0.00,0.00,34878,34878,0.00,40852,40852,0.00,37354,37354,0.00,32469,32469,0.00,9984,9984,0.00,35698,35698,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,57.00,80.00,80.00,80.00,80.00,80.00,0.00,243.84,0.00,12.47,6.14,55.11,0.00,0.00,,,317.56,,,,,,,0.00,19251313,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041064647,ACTIVA,NORMAL,ES0021000009322654MS,31/07/2025,31/08/2025,03/09/2025,,,,,"2,757.28","Av. de Salamanca, 1 -Edificio Duque de Lerma-",Valladolid,Valladolid,VALLADOLID,4701 - Valladolid,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49884210,187039,187039,0.00,275490,275490,0.00,140068,146030,"5,962.00",103212,106471,"3,259.00",56262,56262,0.00,210028,211829,"1,801.00","11,022.00",31075,31075,0.00,45788,45788,0.00,21951,23874,"1,923.00",13612,14629,"1,017.00",6603,6603,0.00,14418,14475,57.00,"2,997.00",0,0.00,0,0.00,89,89.64,91,91.67,0,0.00,29,29.34,91.67,52.00,52.00,52.00,150.00,150.00,150.00,"2,209.53",244.77,0.00,133.72,8.15,579.03,0.00,0.00,,,"3,336.31",,,,,,,161.11,19216986,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237367,ACTIVA,COMPLEMENTARIA,ES0031101306940001FH,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Avda. América, 7",Córdoba,Córdoba,CÓRDOBA,1401 - Córdoba,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,95390385,188720,188720,0.00,432249,432249,0.00,152044,154378,0.00,50658,51880,0.00,41641,41641,0.00,69520,70250,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,40.00,40.00,40.00,40.00,40.00,55.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232931,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041511426,ACTIVA,NORMAL,ES0031406231302005SB,31/07/2025,31/08/2025,05/09/2025,,,,,"1,912.89","Av. Carrilet, 223","Hospitalet de Llobregat, L'",Barcelona,HOSPITALET DE LLOBREGAT,0806 - Hospitalet De Llobregat,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85127982,402200,402200,0.00,1016721,1,0.00,377622,381345,"3,723.00",132858,135633,"2,775.00",206593,206593,0.00,245683,247288,"1,605.00","8,103.00",41804,41804,0.00,109932,109932,0.00,39345,39383,0.00,7563,7587,0.00,16325,16325,0.00,10095,10126,0.00,0.00,0,0.00,0,0.00,48,48.00,40,40.00,0,0.00,36,36.00,48.00,50.00,51.00,51.00,51.00,51.00,100.00,"1,606.92",183.90,0.00,91.56,30.51,401.71,0.00,0.00,,,"2,314.60",,,,,,,0.00,19229067,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041511425,ACTIVA,NORMAL,ES0031103008385001BP,31/07/2025,31/08/2025,05/09/2025,,,,,"1,031.32","Avda.Severo Ochoa, 23 (Edificio El Lucero)",Marbella,Málaga,MARBELLA,2902 - Marbella,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95123984,122921,122921,0.00,264539,264539,0.00,64638,66723,"2,085.00",39585,40713,"1,128.00",29223,29223,0.00,35707,36201,494.00,"3,707.00",51989,51989,0.00,91673,91673,0.00,21320,22707,"1,328.00",13983,14703,667.00,6053,6053,0.00,2891,2928,0.00,"1,995.00",0,0.00,0,0.00,32,32.00,32,32.00,0,0.00,16,16.00,32.00,29.00,61.45,61.45,61.45,61.45,61.45,750.28,162.61,38.84,48.68,30.51,216.58,0.00,0.40,,,"1,247.90",,,,,,,0.00,19229065,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237390,ACTIVA,COMPLEMENTARIA,ES0021000008721059TP,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Avda. Cid, 144",València,Valencia/València,VALENCIA-CID,4606 - Valencia-Cid,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,35040145,59565,59565,0.00,95164,95164,0.00,40346,42526,0.00,35695,37461,0.00,11365,11365,0.00,18673,19050,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,36.00,49.90,49.90,49.90,49.90,49.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232548,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25COR001237344,ACTIVA,COMPLEMENTARIA,ES0021000003155140DC,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"AV LANDETA 1, BA",Azpeitia,Gipuzkoa,AZPEITIA,2002 - Azpeitia,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,186325746,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,26.40,26.40,26.40,26.40,26.40,26.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232877,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041064685,ACTIVA,NORMAL,ES0021000005570367RV,31/07/2025,31/08/2025,03/09/2025,,,,,"1,452.81","Ronda de la Plazuela, 9","Rozas de Madrid, Las",Madrid,LAS ROZAS,2821 - Las Rozas,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49890787,54591,54591,0.00,82230,82230,0.00,37589,39615,"2,026.00",33003,34671,"1,668.00",15237,15237,0.00,76706,78945,"2,239.00","5,933.00",26092,26092,0.00,37919,37919,0.00,16858,17975,"1,117.00",14120,15169,"1,049.00",5538,5538,0.00,31333,32512,"1,179.00","3,345.00",0,0.00,0,0.00,31,31.56,34,34.51,0,0.00,23,23.54,34.51,60.00,60.00,60.00,60.00,60.00,60.00,"1,125.28",211.67,39.35,70.37,6.14,305.09,0.00,0.00,,,"1,757.90",,,,,,,0.00,19217019,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041064673,ACTIVA,NORMAL,ES0021000008721059TP,31/07/2025,31/08/2025,03/09/2025,,,,,"1,165.63","Avda. Cid, 144",València,Valencia/València,VALENCIA-CID,4606 - Valencia-Cid,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35040145,59565,59565,0.00,95164,95164,0.00,40346,42526,"2,180.00",35695,37461,"1,766.00",11365,11365,0.00,18673,19050,377.00,"4,323.00",33485,33485,0.00,44967,44967,0.00,27038,28699,"1,661.00",24979,26325,"1,346.00",6154,6154,0.00,2990,3028,38.00,"3,045.00",0,0.00,0,0.00,28,28.66,27,27.88,0,0.00,15,15.28,28.66,36.00,49.90,49.90,49.90,49.90,49.90,879.41,152.84,70.84,56.40,6.14,244.78,0.00,0.00,,,"1,410.41",,,,,,,0.00,19217008,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041511422,ACTIVA,NORMAL,ES0031406280073002PZ,31/07/2025,31/08/2025,05/09/2025,,,,,868.58,"Av. Marià Fortuny, 2-4",Reus,Tarragona,REUS,4303 - Reus,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,51230852,70137,70137,0.00,147522,147522,0.00,39137,40979,"1,842.00",34130,35346,"1,216.00",17336,17336,0.00,25403,25901,498.00,"3,556.00",66,66,0.00,169,169,0.00,294,296,0.00,57,58,0.00,203,203,0.00,515,516,0.00,0.00,0,0.00,0,0.00,36,36.00,44,44.00,0,0.00,24,24.00,44.00,18.00,23.00,23.00,23.00,23.00,65.00,715.73,77.64,0.00,40.56,34.65,182.40,0.00,0.00,,,"1,050.98",,,,,,,0.00,19229059,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237405,ACTIVA,COMPLEMENTARIA,ES0021000005570367RV,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Ronda de la Plazuela, 9","Rozas de Madrid, Las",Madrid,LAS ROZAS,2821 - Las Rozas,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,49890787,54591,54591,0.00,82230,82230,0.00,37589,39615,0.00,33003,34671,0.00,15237,15237,0.00,76706,78945,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,60.00,60.00,60.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232812,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25COR001237374,ACTIVA,COMPLEMENTARIA,ES0021000008694283DG,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Senda San Miguel de Soternes, 36",València,Valencia/València,VALENCIA CID,4606 - Valencia Cid,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,49884020,81925,81925,0.00,115115,115115,0.00,82038,86570,0.00,80718,83942,0.00,27682,27682,0.00,53194,54210,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,43.00,60.00,60.00,60.00,60.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19231982,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON041511417,ACTIVA,NORMAL,ES0031408559357001VK,31/07/2025,31/08/2025,05/09/2025,,,,,"4,328.43","Joan Torró i Cabratosa, 24",Girona,Girona,GIRONA,1701 - Girona,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,68533616,261413,261413,0.00,484937,484937,0.00,254430,260309,"5,879.00",163211,168138,"4,927.00",130500,130500,0.00,382412,389139,"6,727.00","17,533.00",2341,2341,0.00,2581,2581,0.00,1745,1818,0.00,1602,1725,27.00,345,345,0.00,1685,1767,0.00,27.00,0,0.00,0,0.00,80,80.00,88,88.00,0,0.00,44,44.00,88.00,218.00,218.00,218.00,218.00,218.00,218.00,"3,319.78",769.09,0.00,209.05,30.51,908.97,0.00,0.00,,,"5,237.40",,,,,,,0.00,19229049,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041511419,ACTIVA,NORMAL,ES0031405450729001FH,31/07/2025,31/08/2025,05/09/2025,,,,,"2,204.26",AVENIDA MERIDIANA 235  LOC    VTA AUTOS,Barcelona,Barcelona,BARCELONA SAGRERA,0802 - Barcelona - Sagrera,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,68535467,105997,105997,0.00,200064,200064,0.00,107694,111584,"3,890.00",82884,85621,"2,737.00",48538,48538,0.00,161068,164168,"3,100.00","9,727.00",76,76,0.00,375,375,0.00,142,144,0.00,13,15,0.00,22,22,0.00,153,157,0.00,0.00,0,0.00,0,0.00,36,36.00,40,40.00,0,0.00,40,40.00,40.00,55.00,55.00,55.00,55.00,55.00,55.00,"1,873.97",194.05,0.00,105.73,30.51,462.89,0.00,0.00,,,"2,667.15",,,,,,,0.00,19229053,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041807863,ACTIVA,NORMAL,ES0031405522809023XH,31/07/2025,31/08/2025,08/09/2025,,,,,81.55,"SANT JOAN BOSCO 38, SOS",Sant Boi de Llobregat,Barcelona,SANT BOI DE LLOBREGAT  SOS,0820 - Sant Boi De Llobregat  Sos,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,300109420,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0.00,20.00,20.00,20.00,20.00,20.00,20.00,0.00,70.54,0.00,0.00,11.01,17.13,0.00,0.00,,,98.68,,,,,,,0.00,19251312,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041064663,ACTIVA,NORMAL,ES0021000008694283DG,31/07/2025,31/08/2025,03/09/2025,,,,,"2,192.82","Senda San Miguel de Soternes, 36",València,Valencia/València,VALENCIA CID,4606 - Valencia Cid,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49884020,81925,81925,0.00,115115,115115,0.00,82038,86570,"4,532.00",80718,83942,"3,224.00",27682,27682,0.00,53194,54210,"1,016.00","8,772.00",66317,66317,0.00,96694,96694,0.00,64045,67265,"3,220.00",65139,67425,"2,286.00",22017,22017,0.00,17384,17753,369.00,"5,875.00",0,0.00,0,0.00,42,42.22,42,42.66,0,0.00,34,34.30,42.66,43.00,60.00,60.00,60.00,60.00,60.00,"1,774.60",183.28,122.44,106.36,6.14,460.49,0.00,0.00,,,"2,653.31",,,,,,,0.00,19216999,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237363,ACTIVA,COMPLEMENTARIA,ES0021000017934872DK,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"CALLE NEMESIO ETXANIZ Nº8, BAJO, LOCAL,",Donostia/San Sebastián,Gipuzkoa,SAN SEBASTIAN - 2001,2001 - San Sebastian,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,186305476,63216,63216,0.00,87591,87591,0.00,51210,53412,0.00,44707,46112,0.00,22137,22137,0.00,93887,96885,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,32.00,32.00,32.00,32.00,32.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232925,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041064668,ACTIVA,NORMAL,ES0021000005648016LH,31/07/2025,31/08/2025,03/09/2025,,,,,993.40,"Avda. de la  Constitución, 99",Torrejón de Ardoz,Madrid,TORREJÓN DE ARDOZ,2809 - Torrejón De Ardoz,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49888764,46985,46985,0.00,69169,69169,0.00,38115,39503,"1,388.00",33976,34844,868.00,15289,15289,0.00,94569,96331,"1,762.00","4,018.00",20311,20311,0.00,29121,29121,0.00,17522,18143,621.00,15155,15595,440.00,6050,6050,0.00,49597,50637,"1,040.00","2,101.00",0,0.00,0,0.00,24,24.53,21,21.48,0,0.00,12,12.03,24.53,31.00,66.00,66.00,66.00,66.00,66.00,751.68,174.41,13.15,48.02,6.14,208.61,0.00,0.00,,,"1,202.01",,,,,,,0.00,19217003,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237381,ACTIVA,COMPLEMENTARIA,ES0021000005648016LH,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Avda. de la  Constitución, 99",Torrejón de Ardoz,Madrid,TORREJÓN DE ARDOZ,2809 - Torrejón De Ardoz,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,49888764,46985,46985,0.00,69169,69169,0.00,38115,39503,0.00,33976,34844,0.00,15289,15289,0.00,94569,96331,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,31.00,66.00,66.00,66.00,66.00,66.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232479,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON041807869,ACTIVA,NORMAL,ES0031406291522002WM,31/07/2025,31/08/2025,08/09/2025,,,,,773.50,"Josep Ricart, 6",Sant Feliu de Llobregat,Barcelona,SANT FELIU DE LLOBREGAT,0818 - Sant Feliu De Llobregat,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300001421,31365,31365,0.00,32108,32108,0.00,23189,24555,"1,366.00",22549,23270,721.00,8092,8092,0.00,29749,30360,611.00,"2,698.00",12448,12448,0.00,11575,11575,0.00,8433,8983,550.00,6980,7257,277.00,1508,1508,0.00,5830,5914,84.00,911.00,0,0.00,0,0.00,18,18.00,17,17.00,0,0.00,14,14.00,18.00,50.00,50.00,50.00,50.00,50.00,50.00,532.80,176.39,5.75,36.55,22.01,162.44,0.00,0.00,,,935.94,,,,,,,0.00,19251318,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237358,ACTIVA,COMPLEMENTARIA,ES0031300001885001YE,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"PLAZA SAN ANTONIO 10,",Huesca,Huesca,HUESCA,2201 - Huesca,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,12119647,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0,0,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,16.00,16.00,16.00,16.00,16.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232913,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237360,ACTIVA,COMPLEMENTARIA,ES0021000008462392TE,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Avda. Alacant, 60",Silla,Valencia/València,SILLA,4603 - Silla,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,49890128,37681,37681,0.00,45373,45373,0.00,32664,34909,0.00,23231,24127,0.00,6729,6729,0.00,22569,23041,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,27.00,30.00,30.00,30.00,30.00,59.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19231593,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON041197546,ACTIVA,NORMAL,ES0021000008462392TE,31/07/2025,31/08/2025,04/09/2025,,,,,915.63,"Avda. Alacant, 60",Silla,Valencia/València,SILLA,4603 - Silla,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49890128,37681,37681,0.00,45373,45373,0.00,32664,34909,"2,245.00",23231,24127,896.00,6729,6729,0.00,22569,23041,472.00,"3,613.00",18119,18119,0.00,19531,19531,0.00,15355,16606,"1,251.00",8586,9071,485.00,1399,1399,0.00,1728,1749,21.00,"1,757.00",0,0.00,0,0.00,30,30.74,30,30.16,0,0.00,12,12.41,30.74,27.00,30.00,30.00,30.00,30.00,59.40,731.74,104.21,29.07,44.24,6.14,192.28,0.00,0.00,,,"1,107.91",,,,,,,0.23,19217028,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237376,ACTIVA,COMPLEMENTARIA,ES0021000000025992GE,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Plaza Alberto Acero, 6",Laudio/Llodio,Araba/Álava,LLODIO,0101 - Llodio,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,35043043,31497,31497,0.00,57739,57739,0.00,26530,26711,0.00,14036,14151,0.00,8277,8277,0.00,44692,44971,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,21.00,23.00,23.00,23.00,23.00,50.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232392,,,,,,,,,,,,,0.00,0.00,0.00,,TRUE,,,
P25CON041511427,ACTIVA,NORMAL,ES0031101525318002GB,31/07/2025,31/08/2025,05/09/2025,,,,,815.79,"Av. Juan Pereda Pila, 16",Badajoz,Badajoz,BADAJOZ,0601 - Badajoz,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,8518669,104777,104777,0.00,248492,248492,0.00,62213,63655,"1,442.00",31555,32231,676.00,30552,30552,0.00,42841,43399,558.00,"2,676.00",32495,32495,0.00,81920,81920,0.00,11784,11786,0.00,5576,5579,0.00,3239,3239,0.00,2544,2544,0.00,0.00,0,0.00,0,0.00,24,24.00,24,24.00,0,0.00,24,24.00,24.00,61.18,61.18,61.18,61.18,61.18,61.18,531.23,215.85,0.00,38.20,30.51,171.32,0.00,0.00,,,987.11,,,,,,,0.00,19229069,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON041064666,ACTIVA,NORMAL,ES0021000005714126LA,31/07/2025,31/08/2025,03/09/2025,,,,,"1,248.04","Pº de la Estación, 4-6",Valdemoro,Madrid,VALDEMORO,2813 - Valdemoro,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49509171,60481,60481,0.00,82450,82450,0.00,35552,37848,"2,296.00",30454,31595,"1,141.00",13796,13796,0.00,64804,66445,"1,641.00","5,078.00",31053,31053,0.00,39636,39636,0.00,18874,20588,"1,714.00",15280,16095,815.00,5699,5699,0.00,34895,35933,"1,038.00","3,567.00",0,0.00,0,0.00,30,30.31,29,29.79,0,0.00,25,25.32,30.31,32.00,47.00,47.00,47.00,47.00,75.00,979.53,144.00,57.96,60.41,6.14,262.09,0.00,0.00,,,"1,510.13",,,,,,,0.00,19217001,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25COR001237378,ACTIVA,COMPLEMENTARIA,ES0021000005714126LA,31/07/2025,31/08/2025,05/09/2025,,,,,0.00,"Pº de la Estación, 4-6",Valdemoro,Madrid,VALDEMORO,2813 - Valdemoro,ASEPEYO,G08215824,3.0TD,ENDESA,,SIN LECTURA,49509171,60481,60481,0.00,82450,82450,0.00,35552,37848,0.00,30454,31595,0.00,13796,13796,0.00,64804,66445,0.00,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,32.00,47.00,47.00,47.00,47.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0.00,,,,,,,0.00,19232944,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
