Número de factura,Estado de factura,Tipo de factura,CUPS,Fecha desde,Fecha hasta,Fecha emisión,Fecha inicio energia,Fecha fin energia,Fecha inicio potencia,Fecha fin potencia,Base imponible (€),Dirección,Municipio,Provincia,Nombre suministro,Código suministro,Razón social,CIF,Tarifa de acceso,Comercializadora,Remesa,Tipo de lectura,Número de contador,Lectura inicio consumo activa P1 (kWh),Lectura fin consumo activa P1 (kWh),Consumo activa P1 (kWh),Lectura inicio consumo activa P2 (kWh),Lectura fin consumo activa P2 (kWh),Consumo activa P2 (kWh),Lectura inicio consumo activa P3 (kWh),Lectura fin consumo activa P3 (kWh),Consumo activa P3 (kWh),Lectura inicio consumo activa P4 (kWh),Lectura fin consumo activa P4 (kWh),Consumo activa P4 (kWh),Lectura inicio consumo activa P5 (kWh),Lectura fin consumo activa P5 (kWh),Consumo activa P5 (kWh),Lectura inicio consumo activa P6 (kWh),Lectura fin consumo activa P6 (kWh),Consumo activa P6 (kWh),Consumo activa total (kWh),Lectura inicio consumo reactiva inductiva P1 (kVArh),Lectura fin consumo reactiva inductiva P1 (kVArh),Consumo reactiva inductiva P1 (kVarh),Lectura inicio consumo reactiva inductiva P2 (kVArh),Lectura fin consumo reactiva inductiva P2 (kVArh),Consumo reactiva inductiva P2 (kVarh),Lectura inicio consumo reactiva inductiva P3 (kVArh),Lectura fin consumo reactiva inductiva P3 (kVArh),Consumo reactiva inductiva P3 (kVarh),Lectura inicio consumo reactiva inductiva P4 (kVArh),Lectura fin consumo reactiva inductiva P4 (kVArh),Consumo reactiva inductiva P4 (kVarh),Lectura inicio consumo reactiva inductiva P5 (kVArh),Lectura fin consumo reactiva inductiva P5 (kVArh),Consumo reactiva inductiva P5 (kVarh),Lectura inicio consumo reactiva inductiva P6 (kVArh),Lectura fin consumo reactiva inductiva P6 (kVArh),Consumo reactiva inductiva P6 (kVarh),Consumo reactiva inductiva total (kVarh),Lectura fin maxímetro P1 (kW),Maxímetro P1 (kW),Lectura fin maxímetro P2 (kW),Maxímetro P2 (kW),Lectura fin maxímetro P3 (kW),Maxímetro P3 (kW),Lectura fin maxímetro P4 (kW),Maxímetro P4 (kW),Lectura fin maxímetro P5 (kW),Maxímetro P5 (kW),Lectura fin maxímetro P6 (kW),Maxímetro P6 (kW),Maxímetro total (kW),Potencia contratada P1 (kW),Potencia contratada P2 (kW),Potencia contratada P3 (kW),Potencia contratada P4 (kW),Potencia contratada P5 (kW),Potencia contratada P6 (kW),Importe TE (€),Importe TP (€),Importe TR (€),Importe IE,Importe alquiler (€),Importe impuestos (€),Importe otros conceptos (€),Importe otros conceptos sin IE (€),Cuenta bancaria,Factura rectificada,Importe total (€),Importe excesos P1,Importe excesos P2,Importe excesos P3,Importe excesos P4,Importe excesos P5,Importe excesos P6,Importe excesos de potencia,Nombre del fichero,Importe TE P1(€),Importe TE P2(€),Importe TE P3(€),Importe TE P4(€),Importe TE P5(€),Importe TE P6(€),Importe TP P1(€),Importe TP P2(€),Importe TP P3(€),Importe TP P4(€),Importe TP P5(€),Importe TP P6(€),Consumo vertido (kWh),Precio vertido (€/kWh),Importe TE vertido (€),Ajuste gas,Ignorar restricciones,Estado pago,Tensión lectura,Importe otros conceptos sin impuestos (€)
P25CON015548515,ACTIVA,NORMAL,ES0021000000236589FP,28/02/2025,31/03/2025,05/04/2025,,,,,"1,256.38","Juan de Toledo, 1",Albacete,Albacete,ALBACETE,0201 - Albacete ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49511117,,,0.00,,,"2,293.00",,,"1,564.00",,,0.00,,,0.00,,,740.00,"4,597.00",,,0.00,,,"1,493.00",,,919.00,,,0.00,,,0.00,,,107.00,"2,519.00",,0.00,,56.95,,66.26,,0.00,,0.00,,49.69,66.26,60.00,60.00,60.00,60.00,60.00,60.00,930.42,211.67,47.34,60.81,6.14,263.84,0.00,0.00,,,"1,520.22",,,,,,,0.00,18535585,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548474,ACTIVA,NORMAL,ES0113000050680935BH,28/02/2025,31/03/2025,05/04/2025,,,,,122.39,"PALAUDARIES 34,",Granollers,Barcelona,GRANOLLERS SOS,0831 - Granollers Sos ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,SAG0176450404,,,0.00,,,3.00,,,2.00,,,0.00,,,0.00,,,5.00,10.00,,,0.00,,,1.00,,,1.00,,,0.00,,,0.00,,,3.00,5.00,,0.00,,0.01,,0.01,,0.00,,0.00,,0.01,0.01,31.50,31.50,31.50,31.50,31.50,31.50,1.85,111.13,0.01,5.78,3.62,25.70,0.00,0.00,,,148.09,,,,,,,0.00,18535551,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015186121,ACTIVA,NORMAL,ES0022000005732417ZE,01/03/2025,31/03/2025,02/04/2025,,,,,"57,093.42","Calle Joaquin de Cárdenas, 2",Coslada,Madrid,Hospital de Coslada,"2888 - Hospital de Coslada - Calle Joaquin de Cárdenas, 2",ASEPEYO,G08215824,6.1TD,ENDESA,,REAL,,,,0.00,,,"95,035.00",,,"67,604.00",,,0.00,,,0.00,,,"145,232.00","307,871.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,644.00,,620.00,,0.00,,0.00,,560.00,644.00,805.00,805.00,805.00,805.00,805.00,900.00,"50,223.24","4,003.59",0.00,"2,772.45",94.14,"11,989.62",0.00,0.00,,,"69,083.04",,,,,,,0.00,18507662,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548494,ACTIVA,NORMAL,ES0021000006683398WD,28/02/2025,31/03/2025,05/04/2025,,,,,"2,560.57","Esquiroz, 41-43,  bjos. y 3º D",Pamplona/Iruña,Navarra,PAMPLONA,3101 - Pamplona ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49519588,90450,90450,0.00,131950,137305,"5,355.00",64932,67960,"3,028.00",48335,48335,0.00,27114,27114,0.00,102518,105172,"2,654.00","11,037.00",25587,25587,0.00,37403,39441,"2,038.00",16620,17621,"1,001.00",13328,13328,0.00,6267,6267,0.00,13801,14116,315.00,"3,354.00",0,0.00,77,77.87,72,72.48,0,0.00,0,0.00,50,50.62,77.87,51.00,74.00,74.00,74.00,74.00,118.00,"2,189.29",227.73,11.25,124.15,8.15,537.72,0.00,0.00,,,"3,098.29",,,,,,,0.00,19642822,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25CON016735180,ACTIVA,NORMAL,ES0031405522809021XQ,28/02/2025,31/03/2025,11/04/2025,,,,,658.51,"St. Joan Bosco, 38",Sant Boi de Llobregat,Barcelona,SANT BOI DE LLOBREGAT,0820 - Sant Boi De Llobregat ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95614405,,,0.00,,,"1,176.00",,,553.00,,,0.00,,,0.00,,,471.00,"2,200.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,19.00,,19.00,,0.00,,0.00,,7.00,19.00,50.00,50.00,50.00,50.00,50.00,50.00,439.22,176.39,0.00,31.49,11.01,138.29,0.00,0.40,,,796.80,,,,,,,0.00,18604926,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548482,ACTIVA,NORMAL,ES0021000006251095CZ,28/02/2025,31/03/2025,05/04/2025,,,,,"1,614.77","Avda. Don Juan de Borbón, 16",Murcia,Murcia,MURCIA,3001 - Murcia ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49511832,107602,107602,0.00,123097,125697,"2,600.00",97760,99611,"1,851.00",87597,87597,0.00,30263,30263,0.00,77017,78821,"1,804.00","6,255.00",47804,47804,0.00,47137,47793,656.00,40414,40931,517.00,36079,36079,0.00,8976,8976,0.00,4656,4671,15.00,"1,188.00",0,0.00,56,56.46,58,58.80,0,0.00,0,0.00,19,19.36,58.80,61.00,109.00,109.00,109.00,109.00,109.00,"1,225.98",304.41,0.00,78.24,6.14,339.10,0.00,0.00,,,"1,953.87",,,,,,,0.00,19642815,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25CON015762148,ACTIVA,NORMAL,ES0021000009322654MS,28/02/2025,31/03/2025,07/04/2025,,,,,"6,062.09","Av. de Salamanca, 1 -Edificio Duque de Lerma-",Valladolid,Valladolid,VALLADOLID,4701 - Valladolid ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49884210,,,0.00,,,"8,037.00",,,"6,330.00",,,0.00,,,0.00,,,"8,227.00","22,594.00",,,0.00,,,"1,395.00",,,998.00,,,0.00,,,0.00,,,379.00,"2,772.00",,0.00,,131.38,,130.13,,0.00,,0.00,,101.78,131.38,52.00,52.00,52.00,150.00,150.00,150.00,"4,342.80",244.77,0.00,294.46,8.15,"1,273.04",0.00,0.00,,,"7,335.13",,,,,,,"1,171.91",18535602,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015386575,ACTIVA,NORMAL,ES0021000010507536WY,28/02/2025,31/03/2025,04/04/2025,,,,,312.81,Parque Industrial Juan Carlos I,Almussafes,Valencia/València,ALMUSSAFES,4608 - Almussafes,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,186310660,,,0.00,,,667.00,,,386.00,,,0.00,,,0.00,,,224.00,"1,277.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,8.75,,9.63,,0.00,,0.00,,2.26,9.63,8.00,10.00,10.00,10.00,10.00,30.00,257.49,34.26,0.00,14.92,6.14,65.69,0.00,0.00,,,378.50,,,,,,,0.00,18560903,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015272087,ACTIVA,NORMAL,ES0031300013926059MM,28/02/2025,31/03/2025,03/04/2025,,,,,831.94,"Avda. Cataluña, 102",Zaragoza,Zaragoza,COGULLADA,5003 - Cogullada ,ASEPEYO,G08215824,3.0TD,ENDESA,,ESTIMADA,63020149,,,0.00,,,"1,363.00",,,698.00,,,0.00,,,0.00,,,"1,501.00","3,562.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,20.00,,16.00,,0.00,,0.00,,8.00,20.00,23.00,25.00,25.00,25.00,25.00,55.00,674.13,88.32,0.00,38.98,30.51,174.71,0.00,0.00,,,"1,006.65",,,,,,,0.00,18560891,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015762146,ACTIVA,NORMAL,ES0031102992260002XX,28/02/2025,31/03/2025,07/04/2025,,,,,976.99,Av. Santa Amalia - Edif. Myramar-,Fuengirola,Málaga,FUENGIROLA,2903 - Fuengirola ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,95123751,,,0.00,,,"1,761.00",,,"1,024.00",,,0.00,,,0.00,,,972.00,"3,757.00",,,0.00,,,269.00,,,217.00,,,0.00,,,0.00,,,0.00,486.00,,0.00,,40.00,,40.00,,0.00,,0.00,,36.00,40.00,38.00,51.00,51.00,51.00,51.00,51.00,741.81,158.23,0.00,46.04,30.51,205.17,0.00,0.40,,,"1,182.16",,,,,,,0.00,18535600,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON018037638,ACTIVA,NORMAL,ES0122000011990531KD,28/02/2025,31/03/2025,15/04/2025,,,,,"1,226.71","Av. dels Reis Catòlics, 40",Olot,Girona,OLOT,1704 - Olot ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,50290194,,,0.00,,,"2,378.00",,,"1,667.00",,,0.00,,,0.00,,,956.00,"5,001.00",,,0.00,,,885.00,,,724.00,,,0.00,,,0.00,,,254.00,"1,863.00",,0.00,,36.00,,35.00,,0.00,,0.00,,26.00,36.00,40.00,40.00,40.00,40.00,40.00,40.00,"1,004.64",141.13,11.39,59.16,10.39,257.61,0.00,0.00,,,"1,484.32",,,,,,,0.00,18607317,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548489,ACTIVA,NORMAL,ES0031405058258002GF,28/02/2025,31/03/2025,05/04/2025,,,,,944.42,"Av. de Catalunya, 49",Cerdanyola del Vallès,Barcelona,CERDANYOLA DEL VALLÉS,0817 - Cerdanyola Del Vallés ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85124348,,,0.00,,,"1,864.00",,,823.00,,,0.00,,,0.00,,,"1,258.00","3,945.00",,,0.00,,,613.00,,,220.00,,,0.00,,,0.00,,,351.00,"1,184.00",,0.00,,32.00,,28.00,,0.00,,0.00,,16.00,32.00,24.00,29.00,29.00,29.00,29.00,70.00,766.81,98.68,0.00,44.25,34.68,198.33,0.00,0.00,,,"1,142.75",,,,,,,0.00,18535562,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015386568,ACTIVA,NORMAL,ES0021000006069153EW,28/02/2025,31/03/2025,04/04/2025,,,,,707.74,"Jerónimo Santa Fe, 39  Edificio San Jorge",Lorca,Murcia,LORCA,3003 - Lorca ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,35036348,,,0.00,,,"1,559.00",,,669.00,,,0.00,,,0.00,,,485.00,"2,713.00",,,0.00,,,243.00,,,191.00,,,0.00,,,0.00,,,10.00,444.00,,0.00,,32.46,,32.26,,0.00,,0.00,,8.30,32.46,24.00,43.60,43.60,43.60,43.60,43.60,546.39,121.08,0.00,34.13,6.14,148.63,0.00,0.00,,,856.37,,,,,,,0.00,18560900,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON018037635,ACTIVA,NORMAL,ES0031405239579001TT,28/02/2025,31/03/2025,15/04/2025,,,,,847.02,"Camí Ral, 608",Mataró,Barcelona,MATARÓ,0828 - Mataró ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,85126964,,,0.00,,,"1,255.00",,,931.00,,,0.00,,,0.00,,,991.00,"3,177.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,14.00,,15.00,,0.00,,0.00,,15.00,15.00,50.00,50.00,50.00,50.00,50.00,50.00,618.96,176.39,0.00,40.66,11.01,177.87,0.00,0.00,,,"1,024.89",,,,,,,0.00,18607313,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015186122,ACTIVA,NORMAL,ES0031102811317001GX,01/03/2025,31/03/2025,02/04/2025,,,,,"18,832.67","Américo Vespucio, 8 -Isla de la Cartuja-",Sevilla,Sevilla,Hospital Sevilla-Cartuja,"4104 - Hospital Sevilla-Cartuja - Américo Vespucio, 8 -Isla de la Cartuja-",ASEPEYO,G08215824,6.1TD,ENDESA,,REAL,,,,0.00,,,"32,625.00",,,"23,614.00",,,0.00,,,0.00,,,"38,355.00","94,594.00",,,0.00,,,"1,235.00",,,587.00,,,0.00,,,0.00,,,"1,111.00","2,933.00",,0.00,,336.00,,348.00,,0.00,,0.00,,400.00,400.00,450.00,450.00,450.00,450.00,450.00,550.00,"15,674.97","2,241.68",0.00,916.02,0.00,"3,954.86",0.00,0.00,,,"22,787.53",,,,,,,0.00,18507663,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548521,ACTIVA,NORMAL,ES0021000005892656FF,28/02/2025,31/03/2025,05/04/2025,,,,,376.09,"Carlos III, 10-A",Cartagena,Murcia,CARTAGENA,3002 - Cartagena,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49521097,18834,18834,0.00,21641,22304,663.00,19179,19524,345.00,15811,15811,0.00,4487,4487,0.00,20554,21027,473.00,"1,481.00",5370,5370,0.00,5156,5189,33.00,5954,5996,42.00,4992,4992,0.00,778,778,0.00,2043,2047,4.00,79.00,0,0.00,13,13.86,12,12.93,0,0.00,0,0.00,10,10.86,13.86,16.00,18.00,18.00,18.00,18.00,52.00,287.88,64.08,0.00,17.99,6.14,78.98,0.00,0.00,,,455.07,,,,,,,0.00,19642819,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25CON016008904,ACTIVA,NORMAL,ES0031500004923001LL,28/02/2025,31/03/2025,08/04/2025,,,,,487.04,"Algaiarens, 3",Ciutadella de Menorca,"Balears, Illes",CIUTADELLA,0703 - Ciutadella ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300210780,,,0.00,,,0.00,,,0.00,,,927.00,,,443.00,,,461.00,"1,831.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,14.00,,11.00,,9.00,14.00,16.00,41.60,41.60,41.60,41.60,41.60,348.86,104.02,0.00,23.15,11.01,102.28,0.00,0.00,,,589.32,,,,,,,0.00,18539900,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548488,ACTIVA,NORMAL,ES0021000005768816GE,28/02/2025,31/03/2025,05/04/2025,,,,,"2,220.67","Avda. de la Industria, 56",Tres Cantos,Madrid,TRES CANTOS,2818 - Tres Cantos ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49888430,,,0.00,,,"3,654.00",,,"2,291.00",,,0.00,,,0.00,,,"3,716.00","9,661.00",,,0.00,,,295.00,,,198.00,,,0.00,,,0.00,,,277.00,770.00,,0.00,,67.36,,68.15,,0.00,,0.00,,31.54,68.15,49.00,95.00,95.00,95.00,95.00,95.00,"1,846.56",258.34,0.00,107.62,8.15,466.34,0.00,0.00,,,"2,687.01",,,,,,,0.00,18535561,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON016008910,ACTIVA,NORMAL,ES0022000005335459MK,28/02/2025,31/03/2025,08/04/2025,,,,,"1,872.56","General Vives, 58",Ponferrada,León,PONFERRADA,2403 - Ponferrada ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,50272705,,,0.00,,,"3,084.00",,,"1,857.00",,,0.00,,,0.00,,,"3,541.00","8,482.00",,,0.00,,,"1,342.00",,,673.00,,,0.00,,,0.00,,,"1,187.00","3,202.00",,0.00,,36.21,,34.50,,0.00,,0.00,,32.88,36.21,35.00,52.80,52.80,52.80,52.80,52.80,"1,607.15",156.55,15.98,90.99,1.89,393.24,0.00,0.00,,,"2,265.80",,,,,,,0.00,18539901,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
N25CON001723180,ACTIVA,NORMAL,ES0031601066550008TV,02/03/2025,31/03/2025,15/04/2025,,,,,235.22,"Avda. Marítima, 77 (Edificio Aroda)",Santa Cruz de la Palma,Santa Cruz de Tenerife,SANTA CRUZ DE LA PALMA,3802 - Santa Cruz De La Palma,ASEPEYO,G08215824,2.0TD,ENDESA,,REAL,68033,,,314.18,,,263.26,,,309.24,,,0.00,,,0.00,,,0.00,886.68,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,,0.00,0.00,13.10,13.10,0.00,0.00,0.00,0.00,193.78,28.76,0.00,11.38,1.30,7.11,0.00,0.00,,,242.33,,,,,,,0.00,18684252,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON018308318,ACTIVA,NORMAL,ES0031405968956002BN,28/02/2025,31/03/2025,16/04/2025,,,,,"8,614.11","VIA AUGUSTA 34, BJO",Barcelona,Barcelona,"VIA AUGUSTA, 36","8000 - Via Augusta, 36 ",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,53002900,,,0.00,,,"15,386.00",,,"10,607.00",,,0.00,,,0.00,,,"12,972.00","38,965.00",,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,128.00,,120.00,,0.00,,0.00,,128.00,128.00,178.00,178.00,178.00,178.00,178.00,330.00,"7,549.63",645.49,0.00,418.99,0.00,"1,808.96",0.00,0.00,,,"10,423.07",,,,,,,0.00,18607319,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON016427381,ACTIVA,NORMAL,ES0405000000000277BE,28/02/2025,31/03/2025,09/04/2025,,,,,777.13,CALLE C/ SAN CRISTOBAL 8 LOCAL BAJO esquina C/ ALMERIA Nº 63 - 14400,Pozoblanco,Córdoba,POZOBLANCO,1403 - Pozoblanco,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,ZIV0050321577,,,0.00,,,"1,344.00",,,626.00,,,0.00,,,0.00,,,"1,350.00","3,320.00",,,0.00,,,9.00,,,3.00,,,0.00,,,0.00,,,7.00,19.00,,0.00,,22.03,,20.40,,0.00,,0.00,,20.71,22.03,30.00,30.00,30.00,30.00,30.00,35.00,630.74,106.41,0.00,37.69,2.29,163.20,0.00,0.00,,,940.33,,,,,,,0.00,18568797,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015762161,ACTIVA,NORMAL,ES0022000005217961AF,28/02/2025,31/03/2025,07/04/2025,,,,,898.41,"Pº Conde Sepúlveda, 22",Segovia,Segovia,SEGOVIA,4001 - Segovia ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,47583254,,,0.00,,,"1,714.00",,,"1,118.00",,,0.00,,,0.00,,,992.00,"3,824.00",,,0.00,,,99.00,,,60.00,,,0.00,,,0.00,,,14.00,173.00,,0.00,,32.01,,16.00,,0.00,,0.00,,9.06,32.01,17.00,30.00,30.00,30.00,30.00,30.00,755.00,84.13,0.00,43.61,1.89,188.67,0.00,0.00,,,"1,087.08",,,,,,,13.78,18535613,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548500,ACTIVA,NORMAL,ES0021000005714126LA,28/02/2025,31/03/2025,05/04/2025,,,,,"1,181.30","Pº de la Estación, 4-6",Valdemoro,Madrid,VALDEMORO,2813 - Valdemoro ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49509171,,,0.00,,,"2,785.00",,,"1,141.00",,,0.00,,,0.00,,,697.00,"4,623.00",,,0.00,,,"1,587.00",,,587.00,,,0.00,,,0.00,,,139.00,"2,313.00",,0.00,,40.66,,39.92,,0.00,,0.00,,36.69,40.66,32.00,47.00,47.00,47.00,47.00,75.00,937.50,144.00,36.50,57.16,6.14,248.07,0.00,0.00,,,"1,429.37",,,,,,,0.00,18535572,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548504,ACTIVA,NORMAL,ES0021000000117888KX,28/02/2025,31/03/2025,05/04/2025,,,,,963.60,"Paraguay, 36",Vitoria-Gasteiz,Araba/Álava,VITORIA,0102 - Vitoria,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49888011,33260,33260,0.00,34494,36705,"2,211.00",17479,18651,"1,172.00",17923,17923,0.00,7169,7169,0.00,21229,21762,533.00,"3,916.00",752,752,0.00,698,740,42.00,108,132,24.00,103,103,0.00,40,40,0.00,7,7,0.00,66.00,0,0.00,40,40.11,40,40.25,0,0.00,0,0.00,10,10.87,40.25,23.00,31.00,31.00,31.00,31.00,99.80,797.25,103.93,0.00,46.47,8.15,202.36,0.00,0.00,,,"1,165.96",,,,,,,7.80,19642810,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25CON015386577,ACTIVA,NORMAL,ES0021000008025302HR,28/02/2025,31/03/2025,04/04/2025,,,,,205.60,"Calderón de la Barca, 39",Gandia,Valencia/València,GANDÍA-2,4609 - Gandía-2 ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,176323251,,,0.00,,,364.00,,,138.00,,,0.00,,,0.00,,,266.00,768.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,,,0.00,0.00,,0.00,,8.20,,7.99,,0.00,,0.00,,8.43,8.43,11.00,12.00,12.00,12.00,12.00,19.80,148.20,41.56,0.00,9.70,6.14,43.18,0.00,0.00,,,248.78,,,,,,,0.00,18535545,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548502,ACTIVA,NORMAL,ES0021000005648016LH,28/02/2025,31/03/2025,05/04/2025,,,,,"2,093.36","Avda. de la  Constitución, 99",Torrejón de Ardoz,Madrid,TORREJÓN DE ARDOZ,2809 - Torrejón De Ardoz ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49888764,,,0.00,,,"2,966.00",,,"2,136.00",,,0.00,,,0.00,,,"4,602.00","9,704.00",,,0.00,,,711.00,,,528.00,,,0.00,,,0.00,,,"1,238.00","2,477.00",,0.00,,38.73,,37.45,,0.00,,0.00,,31.12,38.73,31.00,66.00,66.00,66.00,66.00,66.00,"1,811.29",174.41,0.00,101.52,6.14,439.61,0.00,0.00,,,"2,532.97",,,,,,,0.00,18535574,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015762160,ACTIVA,NORMAL,ES0031408110586012DH,28/02/2025,31/03/2025,07/04/2025,,,,,965.59,"Vía Augusta, 18",Barcelona,Barcelona,"VIA AUGUSTA, 18  6","7003 - Via Augusta, 18  6 ",ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,300000923,,,0.00,,,"1,701.00",,,"1,177.00",,,0.00,,,0.00,,,"1,181.00","4,059.00",,,0.00,,,65.00,,,57.00,,,0.00,,,0.00,,,138.00,260.00,,0.00,,18.00,,21.00,,0.00,,0.00,,19.00,21.00,23.00,40.00,40.00,40.00,40.00,40.00,795.01,112.74,0.00,46.43,11.01,202.77,0.00,0.40,,,"1,168.36",,,,,,,0.00,18535612,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548514,ACTIVA,NORMAL,ES0031104458193001FH,28/02/2025,31/03/2025,05/04/2025,,,,,672.54,"Avda. del Genil, s/nº",Écija,Sevilla,ÉCIJA,4103 - Écija ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,8515447,,,0.00,,,"1,174.00",,,665.00,,,0.00,,,0.00,,,466.00,"2,305.00",,,0.00,,,252.00,,,120.00,,,0.00,,,0.00,,,0.00,372.00,,0.00,,28.00,,32.00,,0.00,,0.00,,12.00,32.00,27.00,56.00,56.00,56.00,56.00,56.00,461.66,149.14,0.00,31.23,30.51,141.23,0.00,0.00,,,813.77,,,,,,,0.00,18535584,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
P25CON015548483,ACTIVA,NORMAL,ES0021000006795982KP,28/02/2025,31/03/2025,05/04/2025,,,,,"1,829.58","Carretera Alfaro, 34",Tudela,Navarra,TUDELA,3102 - Tudela ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49886358,63498,63498,0.00,85268,88416,"3,148.00",46227,48444,"2,217.00",36823,36823,0.00,19196,19196,0.00,82143,84629,"2,486.00","7,851.00",5083,5083,0.00,5645,5920,275.00,2263,2510,247.00,1255,1255,0.00,760,760,0.00,4538,4671,133.00,655.00,0,0.00,59,59.68,69,69.20,0,0.00,0,0.00,57,57.87,69.20,45.00,70.00,70.00,70.00,70.00,70.00,"1,527.63",205.21,0.00,88.59,8.15,384.21,0.00,0.00,,,"2,213.79",,,,,,,0.00,19642809,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,0.00
P25CON015548524,ACTIVA,NORMAL,ES0021000005570367RV,28/02/2025,31/03/2025,05/04/2025,,,,,"2,271.81","Ronda de la Plazuela, 9","Rozas de Madrid, Las",Madrid,LAS ROZAS,2821 - Las Rozas ,ASEPEYO,G08215824,3.0TD,ENDESA,,REAL,49890787,,,0.00,,,"3,205.00",,,"2,600.00",,,0.00,,,0.00,,,"4,193.00","9,998.00",,,0.00,,,"1,734.00",,,"1,381.00",,,0.00,,,0.00,,,"2,202.00","5,317.00",,0.00,,59.32,,66.64,,0.00,,0.00,,64.11,66.64,60.00,60.00,60.00,60.00,60.00,60.00,"1,893.96",211.67,49.84,110.20,6.14,477.08,0.00,0.00,,,"2,748.89",,,,,,,0.00,18535594,,,,,,,,,,,,,0.00,0.00,0.00,,FALSE,,,
